x (nm),y (nm),u (V)
-500.00000000000006,-205.0,0.0
-500.00000000000006,-194.86122931582955,0.00015750690640752645
-500.00000000000006,-184.72245863165907,0.00032680806278851223
-500.00000000000006,-174.5836879474886,0.0005205684917239279
-500.00000000000006,-164.4449172633182,0.000753517964439454
-500.00000000000006,-154.3061465791477,0.0010437496401701082
-500.00000000000006,-144.16737589497728,0.0014138326128513416
-500.00000000000006,-134.02860521080675,0.001892894437116236
-500.00000000000006,-123.8898345266363,0.0025192562077537796
-500.00000000000006,-113.75106384246587,0.003344280878609061
-500.00000000000006,-103.6122931582954,0.004437541726558119
-500.00000000000006,-93.47352247412495,0.005894981211167186
-500.00000000000006,-83.33475178995451,0.007851243103054793
-500.00000000000006,-73.19598110578407,0.010500301297695061
-500.00000000000006,-63.05721042161359,0.014130576691653412
-500.00000000000006,-52.91843973744314,0.019192271849750787
-500.00000000000006,-43.330840546487416,0.025954103437432378
-500.00000000000006,-35.44929280571938,0.03370242162427723
-500.00000000000006,-29.016274172212018,0.04259864893907472
-500.00000000000006,-23.760488655119588,0.05190546686565893
-500.00000000000006,-19.47462954370934,0.061995522822646726
-500.00000000000006,-15.968912437808017,0.07279076040980842
-500.00000000000006,-13.114063389240025,0.08414425061864698
-500.00000000000006,-10.7803797314415,0.09617618628052454
-500.00000000000006,-8.86852287867056,0.1090139017076269
-500.00000000000006,-7.311712355270421,0.12267468571773542
-500.00000000000006,-6.050225047857209,0.13725572334092515
-500.00000000000006,-5.0,0.15429032028347978
-500.00000000000006,-4.0602736418416665,0.15412971061204436
-500.00000000000006,-2.9367735717060635,0.15409090612917986
-500.00000000000006,-1.5984821420595567,0.15408954163466498
-500.00000000000006,0.0,0.15409238777028114
-500.00000000000006,2.605573274991883,0.15410655119787153
-500.00000000000006,5.703450304564228,0.15411625670384382
-500.00000000000006,9.443962883023971,0.15412282733241672
-500.00000000000006,14.086814016003302,0.15412762898583782
-500.00000000000006,19.66992512759944,0.15413109347698695
-500.00000000000006,26.20041322431308,0.15413368897743565
-500.00000000000006,33.78358833782437,0.15413568715191428
-500.00000000000006,42.61363418105009,0.15413728225412374
-500.00000000000006,52.42837255631119,0.154138510652201
